time,airTemperature,pressure,cloudCover,currentDirection,currentSpeed,dewPointTemperature,gust,humidity,iceCover,precipitation,rain,snow,graupel,seaLevel,snowAlbedo,snowDepth,seaIceThickness,swellDirection,swellHeight,swellPeriod,secondarySwellDirection,secondarySwellHeight,secondarySwellPeriod,waterTemperature,waveDirection,waveHeight,wavePeriod,windWaveDirection,windWaveHeight,windWavePeriod,windDirection,windSpeed
2017-01-10T06:00:00+00:00,14.15,1025.77,89.0,,,,11.2,83.8,0.0,0.09,,,,,,,,,,,,,,14.95,285.37,1.35,12.67,,,,357.31,8.31
2017-01-10T07:00:00+00:00,14.32,1025.73,88.67,,,,11.3,83.8,0.0,0.08,,,,,,,,,,,,,,14.98,285.79,1.44,12.63,,,,357.31,8.31
2017-01-10T08:00:00+00:00,14.48,1025.68,88.33,,,,11.4,83.8,0.0,0.07,,,,,,,,,,,,,,15.02,286.21,1.54,12.58,,,,357.31,8.3
2017-01-10T09:00:00+00:00,14.65,1025.64,88.0,,,,11.5,83.8,0.0,0.06,,,,,,,,,,,,,,15.05,286.63,1.63,12.54,,,,357.31,8.3
2017-01-10T10:00:00+00:00,14.77,1025.47,87.67,,,,11.5,82.33,0.0,0.05,,,,,,,,,,,,,,15.08,292.28,1.74,14.32,,,,355.44,8.69
2017-01-10T11:00:00+00:00,14.9,1025.3,87.33,,,,11.5,80.87,0.0,0.04,,,,,,,,,,,,,,15.12,297.92,1.84,16.1,,,,353.56,9.09
2017-01-10T12:00:00+00:00,15.02,1025.12,87.0,,,,11.5,79.4,0.0,0.03,,,,,,,,,,,,,,15.15,303.57,1.95,17.88,,,,351.69,9.48
2017-01-10T13:00:00+00:00,14.94,1024.78,80.17,,,,12.3,77.97,0.0,0.02,,,,,,,,,,,,,,15.15,303.35,2.08,17.55,,,,352.94,10.19
2017-01-10T14:00:00+00:00,14.87,1024.43,73.33,,,,13.1,76.53,0.0,0.02,,,,,,,,,,,,,,15.15,303.12,2.21,17.22,,,,354.2,10.9
2017-01-10T15:00:00+00:00,14.79,1024.09,66.5,,,,13.9,75.1,0.0,0.01,,,,,,,,,,,,,,15.15,302.9,2.34,16.89,,,,355.45,11.61
2017-01-10T16:00:00+00:00,14.73,1024.27,59.67,,,,14.17,76.07,0.0,0.01,,,,,,,,,,,,,,15.12,302.72,2.46,16.57,,,,358.1,11.62
2017-01-10T17:00:00+00:00,14.67,1024.45,52.83,,,,14.43,77.03,0.0,0.0,,,,,,,,,,,,,,15.08,302.54,2.59,16.26,,,,0.75,11.62
2017-01-10T18:00:00+00:00,14.61,1024.63,46.0,,,,14.7,78.0,0.0,0.0,,,,,,,,,,,,,,15.05,302.36,2.71,15.94,,,,3.4,11.63
2017-01-10T19:00:00+00:00,14.55,1025.0,44.67,,,,14.87,78.47,0.0,0.0,,,,,,,,,,,,,,15.05,302.11,2.78,15.63,,,,4.78,11.6
2017-01-10T20:00:00+00:00,14.5,1025.37,43.33,,,,15.03,78.93,0.0,0.0,,,,,,,,,,,,,,15.05,301.87,2.86,15.31,,,,6.15,11.56
2017-01-10T21:00:00+00:00,14.44,1025.75,42.0,,,,15.2,79.4,0.0,0.0,,,,,,,,,,,,,,15.05,301.62,2.93,15.0,,,,7.53,11.53
2017-01-10T22:00:00+00:00,14.28,1025.96,40.67,,,,14.73,79.43,0.0,0.0,,,,,,,,,,,,,,15.02,301.63,2.94,14.78,,,,10.86,10.95
2017-01-10T23:00:00+00:00,14.12,1026.18,39.33,,,,14.27,79.47,0.0,0.0,,,,,,,,,,,,,,14.98,301.65,2.94,14.57,,,,14.18,10.38
2017-01-11T00:00:00+00:00,13.96,1026.39,38.0,,,,13.8,79.5,0.0,0.0,,,,,,,,,,,,,,14.95,301.66,2.95,14.35,,,,17.51,9.8
